Season,Name,Team,Position,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wSB,UBR,wGDP,BB%+,LD+%,GB%+,FB%+,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerid
2017,Matt Olson,Athletics,1B,59,189,216,49,23,2,0,24,33,45,22,1,60,5,0,0,6,0,0,0.259,10.20%,27.80%,0.37,0.352,0.651,1.003,0.392,0.7,0.238,43,16.4,0.411,164,-0.1,-1.3,-0.4,121,78,88,126,41.40%,49.60%,28.70%,21.70%,17.80%,41.90%,40.30%,14344
2016,Miguel Cabrera,Tigers,1B,158,595,679,188,118,31,1,38,92,108,75,15,116,4,5,0,26,0,0,0.316,11.00%,17.10%,0.65,0.393,0.563,0.956,0.247,1.3,0.336,125,45.1,0.399,153,-0.4,-6.2,-3,138,111,95,100,22.10%,37.80%,33.10%,29.10%,9.70%,49.20%,41.10%,1744
2018,Steve Pearce,Red Sox,1B,76,215,251,61,35,14,1,11,35,42,29,0,41,5,2,0,2,0,0,0.284,11.60%,16.30%,0.71,0.378,0.512,0.89,0.228,2.4,0.303,43,13.7,0.382,140,-0.2,0.7,0.7,139,96,103,98,17.50%,54.00%,29.00%,17.10%,16.50%,46.60%,36.90%,9957
2017,Jose Abreu,White Sox,1B,156,621,675,189,107,43,6,33,95,102,35,6,119,15,4,0,21,3,0,0.304,5.20%,17.60%,0.29,0.354,0.552,0.906,0.248,4.4,0.33,114,32.1,0.377,139,0.2,0.3,-2.5,62,90,105,100,17.90%,38.70%,33.60%,27.70%,15.80%,43.70%,40.50%,15676
2018,Tyler White,Astros,1B,66,210,237,58,31,12,3,12,27,42,24,0,49,2,1,0,1,0,1,0.276,10.10%,20.70%,0.49,0.354,0.533,0.888,0.257,3.4,0.307,40,12,0.377,143,-0.5,-0.4,1,122,87,92,117,17.40%,42.00%,37.70%,20.40%,21.00%,46.30%,32.70%,15564
2017,Eric Hosmer,Royals,1B,162,603,671,192,135,31,1,25,98,94,66,3,104,0,2,0,20,6,1,0.318,9.80%,15.50%,0.63,0.385,0.498,0.882,0.179,3.4,0.351,113,31.3,0.376,135,0.3,2.2,-0.6,117,109,128,61,22.50%,31.30%,35.70%,32.90%,21.80%,48.70%,29.50%,3516
2016,Edwin Encarnacion,Blue Jays,1B,160,601,702,158,82,34,0,42,99,127,87,3,138,5,8,0,22,2,0,0.263,12.40%,19.70%,0.63,0.357,0.529,0.886,0.266,2.2,0.27,115,31.9,0.373,136,0,-1.1,-1.2,155,100,87,116,21.50%,52.20%,29.30%,18.50%,16.80%,45.70%,37.60%,2151
2017,Justin Smoak,Blue Jays,1B,158,560,637,151,83,29,1,38,85,90,73,3,128,2,2,0,17,0,1,0.27,11.50%,20.10%,0.57,0.355,0.529,0.883,0.259,1.7,0.285,105,27,0.371,133,-0.8,-2.2,-0.1,136,104,79,122,19.70%,40.80%,35.30%,24.00%,13.10%,47.50%,39.40%,9054
2016,Steve Pearce,Rays,1B,85,264,302,76,49,13,1,13,35,35,34,2,54,3,1,0,5,0,3,0.288,11.30%,17.90%,0.63,0.374,0.492,0.867,0.205,2.2,0.318,49,13.1,0.371,136,-1.4,1.4,0,140,93,98,107,16.30%,45.00%,36.50%,18.50%,15.60%,49.80%,34.60%,9957
2016,Carlos Santana,Indians,1B,158,582,688,151,83,31,3,34,89,87,99,0,99,2,5,0,18,5,2,0.259,14.40%,14.40%,1,0.366,0.498,0.865,0.239,3.5,0.258,110,29.4,0.37,130,-0.2,0.7,-1.6,179,78,97,116,16.90%,52.90%,30.70%,16.40%,17.80%,45.90%,36.30%,2396
2016,Hanley Ramirez,Red Sox,1B,147,549,620,157,98,28,1,30,81,111,60,5,120,7,4,0,17,9,3,0.286,9.70%,19.40%,0.5,0.361,0.505,0.866,0.219,3.7,0.315,98,25.2,0.367,127,0.2,-0.7,-0.4,121,92,110,92,21.10%,37.90%,36.30%,25.90%,22.60%,40.20%,37.20%,8001
2017,Yonder Alonso,Athletics,1B,142,451,521,120,70,22,0,28,72,67,68,6,118,2,0,0,9,2,0,0.266,13.10%,22.60%,0.58,0.365,0.501,0.866,0.235,2.4,0.302,83,19.7,0.366,133,0.1,-3.2,0.6,155,112,78,119,19.40%,40.80%,33.60%,25.50%,13.20%,50.80%,36.00%,2530
2017,Joey Gallo,Rangers,1B,145,449,532,94,32,18,3,41,85,80,75,1,196,8,0,0,3,7,2,0.209,14.10%,36.80%,0.38,0.333,0.537,0.869,0.327,5.5,0.25,84,19.2,0.364,119,0.3,1.9,2.4,167,88,64,149,30.10%,49.60%,29.40%,21.00%,14.70%,38.90%,46.40%,14128
2017,Logan Morrison,Rays,1B,149,512,601,126,65,22,1,38,75,85,81,8,149,5,3,0,12,2,0,0.246,13.50%,24.80%,0.54,0.353,0.516,0.868,0.27,2.4,0.268,94,21.2,0.363,131,0,0,0,160,101,77,127,22.50%,46.50%,35.80%,17.80%,17.50%,45.10%,37.40%,9205
2017,Carlos Santana,Indians,1B,154,571,667,148,85,37,3,23,90,79,88,6,94,6,2,0,11,5,1,0.259,13.20%,14.10%,0.94,0.363,0.455,0.818,0.196,4,0.274,98,16.5,0.35,115,0.1,0.3,0.4,157,98,94,108,12.30%,51.20%,32.40%,16.50%,18.40%,48.60%,33.00%,2396
2017,Trey Mancini,Orioles,1B,147,543,586,159,105,26,4,24,65,78,33,1,139,6,4,0,12,1,0,0.293,5.60%,23.70%,0.24,0.338,0.488,0.826,0.195,3.2,0.352,85,14,0.349,116,-0.2,-0.2,0.1,67,95,118,81,19.80%,37.50%,35.30%,27.20%,19.60%,46.30%,34.10%,15149
2018,Justin Smoak,Blue Jays,1B,147,505,594,122,63,34,0,25,67,77,83,2,156,3,3,0,11,0,1,0.242,14.00%,26.30%,0.53,0.35,0.457,0.808,0.216,1.1,0.297,86,16.6,0.349,121,-0.8,-6.6,0.1,168,84,93,117,16.70%,49.20%,29.60%,21.30%,14.50%,51.70%,33.80%,9054
2017,Joe Mauer,Twins,1B,141,525,597,160,116,36,1,7,69,71,66,3,83,3,3,0,17,2,1,0.305,11.10%,13.90%,0.8,0.384,0.417,0.801,0.112,2.4,0.349,87,14.1,0.349,117,-0.5,-3.8,-2,131,123,119,65,6.70%,24.70%,37.50%,37.80%,12.80%,50.80%,36.40%,1857
2016,Jose Abreu,White Sox,1B,159,624,695,183,125,32,1,25,67,100,47,7,125,15,9,0,21,0,2,0.293,6.80%,18.00%,0.38,0.353,0.468,0.82,0.175,1.3,0.327,99,17.6,0.349,121,-1.2,-2.7,-1.6,84,104,103,94,14.80%,36.00%,34.10%,29.90%,20.30%,47.10%,32.70%,15676
